"mesh3"	"YEAR"	"0_森林（人工林以外）"	"1_人工林"	"2_草地"	"3_農地"	"4_建物"	"5_水域"
51377005	2009	96668.0424682327	1982.25907282886	52653.8419268243	151304.143467886	86218.1412093301	0
51377005	2014	100969.69906587	890.167830513727	66047.8482611327	182200.960720366	38717.7522672193	0
51377005	2016	112421.554224562	0	73538.9114100518	202865.962510488	0	0
51377005	2021	114217.763267624	0	80195.4508049272	194413.214072551	0	0
51377006	1976	0	0	20449.6486049245	88615.143954673	0	0
51377006	1987	10949.6862516895	0	42049.3312748178	56065.7750330903	0	0
51377006	1991	5729.22944730169	0	25881.4090324659	57171.3254785989	20282.8286012311	0
51377006	1997	15626.4923398227	0	20022.4929042375	73415.8073155374	0	0
51377006	2006	20155.8018775726	0	31305.8199375063	47173.153330489	10430.0174140297	0
51377006	2009	18177.4654265996	0	13633.0990699497	77254.2280630483	0	0
51377006	2014	18967.7900103648	0	14225.8425077736	75871.1600414592	0	0
51377006	2016	14872.4717126724	0	14872.4717126724	79319.8491342528	0	0
51377006	2021	14138.028665133	0	30295.7757109993	64630.9881834652	0	0
51377007	1976	0	0	0	0	0	0
51377007	1987	4665.34385614382	0	23326.7192807191	9330.68771228765	0	0
51377007	1991	4665.34385614382	0	23326.7192807191	9330.68771228765	0	0
51377007	1997	15302.3278481517	0	14555.8728311687	7464.55016983012	0	0
51377007	2006	14929.1003396602	0	19283.4212720611	3110.22923742921	0	0
51377007	2009	21593.8772770086	0	10397.0520222634	5331.82154987865	0	0
51377007	2014	22642.4688484847	0	12192.0986107225	2488.18338994337	0	0
51377007	2016	20417.7401704177	0	14709.5547464299	2195.45593230298	0	0
51377007	2021	23455.2280382338	0	11735.2293528955	2132.29345802125	0	0
51377008	1976	12537.4517612372	5056.53028935926	17593.9820505965	114360.883328877	0	0
51377008	1987	8966.60996589633	2497.49513219069	14665.1209007525	89775.8237839742	33643.7976472564	0
51377008	1991	8038.81172999823	3786.28493057468	4825.28826298844	55693.8502986938	77204.612207815	0
51377008	1997	10214.5546546275	1383.46574188274	4573.59247369178	28995.0509912757	104382.183568592	0
51377008	2006	33234.5610141239	1052.621563685	4610.46659409045	36883.7327527236	73767.4655054472	0
51377008	2009	38691.8879362014	815.261687885222	7314.09319554728	73140.9319554728	29586.6726549634	0
51377008	2014	58231.9775652709	556.19004517051	3609.79976555342	87150.8800540753	0	0
51377008	2016	57220.6529564134	277.5788481221	7961.13432437056	84089.4813011641	0	0
51377008	2021	59602.8015119845	0	6502.1238013074	83443.9221167783	0	0
51377009	1976	21046.3936239142	13888.4332685966	13973.9307570043	139739.307570043	0	0
51377009	1987	49457.7510622538	12416.509617846	19898.880093556	106874.924445903	0	0
51377009	1991	49484.8929307855	12501.1443517397	24794.4149130101	99177.6596520404	2689.95337198266	0
51377009	1997	68767.440242903	5065.85195781195	16413.246279918	98401.5267389255	0	0
51377009	2006	69423.0787489659	3909.67487721533	12224.5418489041	98009.0523514813	5081.71739299171	0
51377009	2009	67275.7313326734	2041.1769554365	13796.39132786	105534.765603589	0	0
51377009	2014	81581.9658147801	0	9509.55429742835	95095.5429742835	2461.00213306646	0
51377009	2016	98075.5566340318	0	4823.38803118189	85749.1205543447	0	0
51377009	2021	103374.807745381	0	3945.20967449323	81328.0477996839	0	0
51377012	1976	0	0	452845.825118037	0	0	23789.9937653892
51377012	1987	2826.81069726786	0	450019.014420769	0	0	18161.1113119712
51377012	1991	2646.79492180404	0	450199.030196233	0	0	0
51377012	1997	3290.61929525309	35283.3838909849	410533.478646514	3738.34328528474	0	0
51377012	2006	7292.0633267352	77220.8925025817	360151.165236109	8181.70405261158	0	0
51377012	2009	12944.9812382856	183674.381421364	240325.041023727	15901.4214346601	0	21347.2711912644
51377012	2014	15324.3690383934	195074.768170295	211878.487304573	30568.2006047759	0	35578.785318774
51377012	2016	17633.0913915615	190317.990283777	194710.706339428	50184.0371032708	0	36640.8386118717
51377012	2021	18492.0124849135	208678.773018386	161181.665516301	64493.3740984369	0	36640.8386118717
51377013	1976	0	0	128935.202098474	881919.430773132	111635.370983941	30905.750829144
51377013	1987	0	19635.3484754523	126607.486420732	827725.6403718	148521.528587562	30905.750829144
51377013	1991	1863.23976368334	39903.5302005025	109307.604794259	730547.603980439	240868.025116663	30905.750829144
51377013	1997	3732.67545723059	41898.0367708506	102448.531832725	783290.007047104	191120.752747636	31542.9828050026
51377013	2006	1726.82352807853	47998.0185995789	77205.5598616798	907142.642950215	88416.9589159941	0
51377013	2009	8030.85613688292	32851.9130002929	47549.7810227145	1034057.45369566	0	0
51377013	2014	869.262980600306	67378.3138572325	21106.2197694357	1033136.20724828	0	0
51377013	2016	5767.80100828974	18268.4784828136	8417.40788377706	1090036.31648067	0	0
51377013	2021	2490.17402769478	24182.8557668924	0	1095816.97406096	0	0
51377014	1976	37176.0651361854	295929.395371376	58293.4555888233	316450.187482184	0	120118.227449353
51377014	1987	121969.163120976	233354.890266982	17332.8806530711	283193.527578327	51998.6419592133	176194.641324914
51377014	1991	163841.085373897	203523.639268145	8960.11523517175	268803.457055153	62720.8066462023	176194.641324914
51377014	1997	232458.807317582	152971.612164735	18755.738174322	267089.256482002	36573.6894399279	198816.376467895
51377014	2006	320761.53186918	68046.00456269	28644.5989079079	266691.093280522	23705.8749582686	196267.448564461
51377014	2009	364491.06229333	27956.9535842356	73288.4848927984	231177.811277934	10934.7915302706	151236.388937117
51377014	2014	408250.761665109	13604.7306682435	68041.7936108516	212630.605033911	5321.21260045325	147837.818399204
51377014	2016	420229.404529555	0	63616.8181697195	224002.880879294	0	160582.457916377
51377014	2021	443766.938012718	0	46282.4413878295	217799.724178021	0	180655.265155924
51377015	1976	126622.319583131	249645.790994097	11402.0639568857	706927.965326913	0	0
51377015	1987	164067.184007866	186938.485216766	8822.2439370466	656720.284355763	78049.9423435852	30905.750829144
51377015	1991	187220.505842325	160155.444698255	7647.58494372678	571489.467018374	168085.137358345	30905.750829144
51377015	1997	249203.425170234	92121.0954756188	6799.5928292554	546735.987026542	199738.039359377	32817.4467567199
51377015	2006	322638.851656344	78852.6309388025	9053.61999655912	592534.03459271	91519.0026766117	11045.3542482164
51377015	2009	356131.593039532	30267.729826845	8356.32822412566	699842.488770524	0	10514.3276016675
51377015	2014	328839.401088499	14927.4782667075	10100.8689754146	740730.391530406	0	10514.3276016675
51377015	2016	335313.033498446	0	9093.23480673751	750191.871555844	0	10514.3276016675
51377015	2021	355605.48706145	0	5556.33573533516	733436.317064242	0	10726.7382602871
51377016	1976	0	0	17205.2443835778	1342009.06191907	0	0
51377016	1987	0	0	12069.2576448999	1054035.23586815	293109.812789598	0
51377016	1991	0	0	13908.4832546704	597913.699132435	747392.123915544	0
51377016	1997	0	0	13457.5673891351	538302.695565406	807454.043348108	0
51377016	2006	0	0	13457.5673891351	767081.341180703	578675.397732811	0
51377016	2009	0	0	12086.9897247482	1051568.1060531	295559.210524804	0
51377016	2014	0	0	13592.1430630265	1168924.30342028	176697.859819344	0
51377016	2016	0	0	13592.1430630265	1141740.01729423	203882.145945397	0
51377016	2021	0	0	13592.1430630265	1141740.01729423	203882.145945397	0
51377017	1976	28429.4786925625	135137.517189648	10904.4663921474	392560.790117306	523414.386823075	0
51377017	1987	80499.687696811	82744.8363105088	13032.7807664286	282957.174946021	631212.15949497	0
51377017	1991	99614.5947477156	63446.2298541027	14245.1968427382	119577.938041333	793562.679728849	0
51377017	1997	137706.304102192	36765.1581721659	10904.4663921474	119949.130313621	785121.580234612	0
51377017	2006	159262.69504363	18077.8259209617	21235.0260058174	212350.260058174	679520.832186156	0
51377017	2009	167322.212035959	0	14481.1650658771	408755.613658778	499887.648454124	0
51377017	2014	172677.093621963	0	7192.82208316959	599543.44928371	311033.274225896	0
51377017	2016	173823.672191656	0	0	603524.427050534	313098.539972549	0
51377017	2021	166266.121226802	0	0	589488.975258661	334691.542729276	0
51377018	1976	79726.8511158209	458673.641332252	26263.4386560036	499005.334464068	0	0
51377018	1987	181154.454717904	334762.817179082	22053.9049207678	385943.336113437	139754.752636954	0
51377018	1991	261909.183718058	270286.770973315	24676.675777435	308458.447217938	198338.187881398	0
51377018	1997	335249.438812997	157952.637635976	48117.2757511193	324791.611320055	197558.302047997	0
51377018	2006	466882.034531485	53955.4568730591	47348.8628549586	355116.471412189	140366.439896452	0
51377018	2009	480205.307169686	18709.8166962837	31845.6462042108	467069.477661759	65839.0178362046	0
51377018	2014	526347.722560476	9879.5424377106	43771.1203792496	483670.880190708	0	0
51377018	2016	533491.43849368	0	44181.4855895387	485996.341484926	0	0
51377018	2021	534041.41549272	0	44135.6541729521	485492.195902473	0	0
51377019	1976	0	466940.184835345	46694.0184835345	824927.659875775	0	0
51377019	1987	72616.1907323309	348788.410646894	37524.7294186962	675445.129536532	204187.402860202	0
51377019	1991	140664.297642241	327832.354475889	13385.6186319465	374797.321694503	481882.270750076	0
51377019	1997	215353.618074169	250518.402939657	13123.1555215162	321517.310277147	538049.376382165	0
51377019	2006	375653.993190687	133524.441044143	11810.8399693646	187661.123957682	629911.465032779	0
51377019	2009	422180.363901115	80600.2710237783	19934.0339838063	476201.922946485	339645.27133947	0
51377019	2014	555505.62494814	46110.2973197879	21126.612134493	546806.43171629	169012.897075944	0
51377019	2016	601065.759722984	0	21880.3381483742	527702.2729902	187913.492333096	0
51377019	2021	596504.752627521	0	20793.1939913733	545821.342273548	175442.574302212	0
51377022	1976	0	146841.866591559	23494.6986546494	0	11747.3493273247	7858.40585490123
51377022	1987	0	148382.569500175	22828.0876154116	0	10873.2574579455	7646.01650747147
51377022	1991	0	147943.180590995	22760.4893216916	0	11380.2446608458	7646.01650747147
51377022	1997	0	149500.096998393	20951.7274102439	132.082703480432	11500.0074614149	8495.57389719052
51377022	2006	0	143299.637691059	15026.5138108264	243.512014988199	23514.2510566592	0
51377022	2009	0	137728.782577794	4545.50437550476	263.739553342331	39545.8880668914	0
51377022	2014	0	137172.997517118	4934.28048622725	502.392680369752	39474.243889818	4460.17629602502
51377022	2016	0	137365.962621593	4941.2216770357	246.956858618751	39529.7734162856	4672.56564345479
51377022	2021	0	137793.232650241	4921.18688036575	0	39369.495042926	4672.56564345479
51377023	1976	0	187372.19757007	70264.5740887762	866596.413761573	46843.0493925175	0
51377023	1987	724.836697508521	188501.395674591	70959.8371395373	827864.766627935	83025.3986733644	10513.2726977733
51377023	1991	1243.188934133	191496.077524573	60231.0207683457	819141.882449502	98964.0651363826	10513.2726977733
51377023	1997	3133.60786969033	277482.772925108	77335.2230536845	702645.740887762	110478.890076692	11256.6354137774
51377023	2006	4726.40807155464	222105.249268609	72503.2694694586	736426.065611215	135315.2423921	0
51377023	2009	3876.15956186618	150673.435125907	46481.0811091046	833173.378880699	136872.18013536	0
51377023	2014	8124.26750985219	231721.153658567	45041.3936466514	728544.542234587	157644.87776328	0
51377023	2016	7453.24058063056	187726.131888192	45924.5582279583	780717.489875291	149254.814240864	0
51377023	2021	10184.7809173871	186109.902251258	44612.4279928738	789639.975473866	140529.148177552	0
51377024	1976	0	215219.852288754	12659.9913111032	822899.435221707	0	0
51377024	1987	36156.2632044145	173625.661997624	6058.49909731108	761839.623102141	73099.2314200732	0
51377024	1991	55202.542867695	143828.077246357	3249.69927392309	691369.522501443	157129.436932146	0
51377024	1997	102642.664991329	128171.861337034	1622.34096536729	639985.73209228	178356.679435553	0
51377024	2006	143943.707941415	55808.3925870409	0	674163.339283538	176863.83900957	0
51377024	2009	177440.031346392	38942.1686632479	0	752829.737533538	81567.3412783862	0
51377024	2014	218215.393528495	20719.8643977921	0	811844.020895277	0	20814.1560481168
51377024	2016	231944.566668307	664.396192187952	0	811805.983339073	6364.33262199622	20814.1560481168
51377024	2021	230658.866082782	0	0	807306.031289738	12814.3814490435	20601.766700687
51377025	1976	7611.57079253096	321859.336853059	10628.093795019	701454.190471256	21256.1875900381	0
51377025	1987	70683.9424665625	295527.727047165	17241.3400075767	654931.939372824	24424.4306077755	0
51377025	1991	148141.297444626	243894.334033721	22516.3831265726	622431.631145029	25825.7337519541	0
51377025	1997	216298.261927373	187701.737548469	21323.6737570236	624144.321082856	13341.3851861826	0
51377025	2006	286011.227423092	94657.3996992861	25685.7109302133	633439.605243787	23015.4362055251	0
51377025	2009	319436.45592466	35618.8328957995	25040.8032507456	682713.287430699	0	0
51377025	2014	332948.947528549	17515.9037721963	22952.1268246738	689392.401376484	0	0
51377025	2016	342914.484853808	0	21981.697747039	692423.479031728	5489.71786932801	0
51377025	2021	345440.639443505	0	22072.8843094892	684259.413594164	11036.4421547446	0
51377026	1976	0	0	11315.0248473907	1108872.43504429	0	0
51377026	1987	0	219.829945120521	22655.94481682	1064829.40639054	32482.2787391978	0
51377026	1991	0	0	22967.8388306959	1010584.90855062	86634.7125103639	0
51377026	1997	2719.47806409039	431.921446987796	22668.2837811902	1032270.04421035	62097.732389062	0
51377026	2006	5456.37822102657	0	13482.112720268	1016385.58153157	84863.3874188158	0
51377026	2009	11229.1853769085	213.226301530742	16762.1344378398	1061087.40215346	30895.5116219391	0
51377026	2014	22766.0566927231	0	10840.9793774872	1061331.881056	25248.5427654725	0
51377026	2016	32875.0517169685	0	14796.2824743515	1060032.54162121	12483.584079149	0
51377026	2021	42414.8649861898	0	18488.5308914161	1059284.06401407	0	0
51377027	1976	15313.3079929642	440486.381704814	75319.9935766994	406256.245165411	59452.1334388407	40778.7547065145
51377027	1987	169041.185037805	343778.802890725	70527.7980181362	384614.990946398	28865.284985666	40778.7547065145
51377027	1991	233399.472743123	269911.084940732	62649.958046679	387153.005366539	43714.5407816573	40778.7547065145
51377027	1997	351186.528129084	157939.019828261	62754.2661973787	401711.393874575	23236.8538494311	42477.8694859526
51377027	2006	507230.681059903	70614.4866167942	35195.5982776259	340569.171568792	43218.1243556142	32495.5701567538
51377027	2009	580862.629793889	33400.1794053731	19885.3873262773	342237.981878562	20441.8834746288	31858.4021144645
51377027	2014	605338.266861658	0	11314.733960031	380175.061057041	0	31539.8180933198
51377027	2016	620919.836523788	0	11187.7448022304	364720.480552712	0	31539.8180933198
51377027	2021	613600.62516522	0	28387.217534334	354840.219179175	0	32176.9861356091
51377028	1976	0	596969.667081065	59696.9667081065	525333.307031337	0	0
51377028	1987	137512.441716364	450669.080293907	66233.3931631997	490151.268341892	37433.7573051446	20814.1560481168
51377028	1991	205828.515888882	363649.658305181	78986.0205553736	472545.719012094	60990.0270589772	20814.1560481168
51377028	1997	318292.572363477	253566.606726568	83200.8231872812	445300.18043897	81639.7581042121	21238.9347429763
51377028	2006	626468.728547982	133359.047553314	79181.8110727217	262729.436968384	80260.9166781063	21876.1027852656
51377028	2009	720727.726774606	29404.779741615	83433.1043544438	257441.925313259	90992.4046365831	0
51377028	2014	707158.212423466	14521.7599327106	76719.9947440552	305768.094994423	77831.8787258532	0
51377028	2016	726393.870969437	0	80078.3742110064	295938.243728289	79589.4519117748	0
51377028	2021	733502.767013848	0	80641.1174578477	296052.321626071	71803.7347227411	0
51377029	1976	192922.568612524	531275.973897792	156944.340522711	153426.463410281	0	10513.2726977733
51377029	1987	302245.089541492	408368.198924619	160147.286247664	163808.771729533	0	20814.1560481168
51377029	1991	352701.758910408	347461.334137084	160147.286247664	174258.967148152	0	20814.1560481168
51377029	1997	431246.200258881	254478.902633798	152615.727819531	196228.515731099	0	21663.7134378358
51377029	2006	615724.080312212	121014.696700447	93206.4688587814	204624.100571868	0	21026.5453955465
51377029	2009	780434.963869884	76779.6374688575	67021.1132093533	110333.631895214	0	11150.4407400626
51377029	2014	843292.304409772	37016.2546415043	43649.4563843153	110611.331007716	0	10831.8567189179
51377029	2016	918251.223360609	0	37479.9481842403	78838.1748984585	0	10619.4673714882
51377029	2021	949014.487626679	0	4693.4950117859	80861.3638048436	0	10619.4673714882
51377032	1976	0	0	0	0	0	0
51377032	1987	0	3893.31593068171	0	0	0	0
51377032	1991	0	3893.31593068171	0	0	0	0
51377032	1997	0	3893.31593068171	0	0	0	0
51377032	2006	0	3893.31593068171	0	0	0	0
51377032	2009	0	3893.31593068171	0	0	0	0
51377032	2014	0	3893.31593068171	0	0	0	0
51377032	2016	0	3893.31593068171	0	0	0	0
51377032	2021	0	3893.31593068171	0	0	0	0
51377033	1976	0	261594.318823987	45494.6641433021	682419.962149532	45494.6641433021	0
51377033	1987	0	261594.318823987	45494.6641433021	625551.631970404	102362.99432243	0
51377033	1991	0	261594.318823987	45494.6641433021	580056.967827102	147857.658465732	0
51377033	1997	0	249011.64951369	59707.9819981724	560276.211405802	166007.76634246	0
51377033	2006	0	256410.64641521	41412.3544011866	566240.177500254	170940.430943473	0
51377033	2009	0	242378.703381379	20041.8293145066	588227.69038077	184355.386183468	0
51377033	2014	0	244924.244284637	20392.3431547334	608431.719965003	161255.30185575	0
51377033	2016	0	195141.305495919	21562.5751929192	635017.839431472	183281.889139814	0
51377033	2021	0	194063.176736273	21562.5751929192	636095.968191118	183281.889139814	0
51377034	1976	0	0	0	1019663.30226634	88666.3741101164	0
51377034	1987	0	15930.7029311224	10923.9897344533	1015931.04530416	65543.93840672	0
51377034	1991	611.420448701024	9621.12954519927	10980.9712638256	1021230.32753578	65885.8275829533	0
51377034	1997	1198.23757928329	18855.1086256648	10223.8903669557	988309.402139051	89743.0376655001	0
51377034	2006	1172.98661111717	35771.3359347647	6519.58633162621	945340.0180858	119525.749413147	0
51377034	2009	436.194791305138	10976.7406800782	9337.85629476822	975287.213009126	112291.671601178	0
51377034	2014	879.548564201529	16254.0502976567	9637.64935979526	963764.935979526	117793.492175275	0
51377034	2016	1341.29671927678	21703.1817004317	9876.20503701792	943726.259092823	131682.733826906	0
51377034	2021	2148.8225647314	25016.1204837111	6519.58633162621	965985.374802617	108659.77219377	0
51377035	1976	0	0	0	1059407.71426026	216987.122197884	0
51377035	1987	0	0	0	1041236.66787531	235158.168582826	0
51377035	1991	0	0	0	916846.995202326	359547.841255814	0
51377035	1997	0	0	0	918892.562789339	357502.273668801	0
51377035	2006	2858.23183847495	112.561427676224	0	1057065.54791891	216358.495273083	0
51377035	2009	7921.74422391429	0	1210.67143418446	1267262.42080004	0	0
51377035	2014	6871.2236737222	258.308834108425	1981.33335031172	1189808.91094234	77475.0596576554	0
51377035	2016	16806.9044829062	0	4231.49300297466	1241011.83160109	14344.6073711696	0
51377035	2021	20306.2814891068	0	8702.69206676004	1218376.88934641	29008.9735558668	0
51377036	1976	0	33487.1929633238	0	1071590.17482636	0	0
51377036	1987	8453.37271250727	25134.2120116145	0	1018823.40329836	52666.3797672017	0
51377036	1991	13560.5673821773	18658.1503756121	0	962254.665492524	110603.984539371	0
51377036	1997	23448.2860229749	10633.5709268932	0	1011045.35940407	59950.1514357494	0
51377036	2006	35645.5085134632	5093.1569078517	0	998074.238376971	66264.4639913985	0
51377036	2009	44540.4028805987	2702.39649486643	0	1057834.56841422	0	0
51377036	2014	57450.5053590967	0	0	1047626.86243059	0	0
51377036	2016	57450.5053590967	0	0	1047626.86243059	0	0
51377036	2021	59581.9943976127	0	0	1045495.37339207	0	0
51377037	1976	0	94522.8466007367	23630.7116501842	968859.177657551	94522.8466007367	0
51377037	1987	21881.6602578063	76263.9581748291	24075.332535035	987088.633936433	72225.9976051049	0
51377037	1991	24450.9744717523	58256.5163038922	59076.7791254604	933413.110182275	106338.202425829	0
51377037	1997	68928.6001695138	43662.786692488	52413.5482755275	843174.472258486	173356.175113193	0
51377037	2006	113578.124829928	27660.7299789419	34132.7232454769	888970.60759353	117193.396861332	0
51377037	2009	169060.435388786	16121.050609648	51893.4425266029	887954.46101076	56506.192973412	0
51377037	2014	212377.730266251	7869.17840624304	49182.2112195528	836097.590732398	76008.8718847635	0
51377037	2016	227746.113879144	3921.53025607525	55547.8326534497	819886.009964917	74434.0957556226	0
51377037	2021	239589.159786589	0	56888.7502689619	806288.63361971	78769.0388339472	0
51377038	1976	0	431913.378344231	12340.3822384066	691061.40535077	98723.0579072528	0
51377038	1987	67092.5151616986	327022.876777899	49264.4239924497	630051.409488783	160606.99841983	10512.2175714814
51377038	1991	109490.044199506	288531.6043019	49752.7060626757	590983.021581484	195280.847695094	10512.2175714814
51377038	1997	171789.844852428	214363.435534544	81615.9930155431	534767.47662423	231501.473813914	11255.5056825962
51377038	2006	253850.206419677	118175.007063117	92541.1891489195	556320.131362129	213151.689846817	11680.2417460904
51377038	2009	311648.81115643	60148.2849578787	110071.508718052	544833.295761375	207336.323246924	0
51377038	2014	372662.557593742	29358.6569968403	92321.2378328908	558430.902013584	181264.869403603	0
51377038	2016	370211.467152198	0	94571.1536027421	583573.216133994	185682.386951725	0
51377038	2021	413182.441018078	0	76025.5691473264	556419.020571012	188411.193104244	0
51377039	1976	291167.61269933	594031.277721013	67230.2954749628	156870.68944158	0	10512.2175714814
51377039	1987	417985.627581129	472197.152096033	43278.5218963339	175838.57376339	0	10512.2175714814
51377039	1991	488729.929040494	418879.059871503	22410.0984916543	179280.787933234	0	10512.2175714814
51377039	1997	601797.333629122	319694.624857323	11265.1828665825	176542.733983858	0	10618.4015873549
51377039	2006	795611.776713041	133981.518819269	12202.2986287057	167504.28117587	0	0
51377039	2009	889399.322504244	63293.5116086106	6525.29338433462	150081.747839696	0	0
51377039	2014	928969.010297055	30768.9608876968	5266.26423070893	144295.639921425	0	0
51377039	2016	977137.194876827	0	5416.50329754339	126746.177162515	0	0
